account_address,account_index,USDR,EURR,t-USDT,t-USDC
2wnm41iyVYrCBrMTFL7HKEMQo72v3vQkQ29euNcdbQw8gQf4G4,36923,0.0,0.0,0.0,0.0
2wnmdtuFnMjfdhTikoKiNcba6kbRFXH9S7sVG9ZdMXE5ponbBk,40894,0.0,0.0,0.0,0.0
2wnt37W5jdbRyGoz963NnzjsBMmqZwPAHKwchLfXvTLpdDaLpe,55252,0.0,0.0,0.0,0.0
2wo5RjMtafZHcFxzpbt7fPS6UaqwKp1Zzuys9x1M7Ay7yEKBoD,37886,0.0,0.0,0.0,0.0
2woK1bSVLB4KBBdt6TvSAXgAHfb7SUWNSRXcLHz2FSRmrGBjJY,10168,0.0,0.0,0.0,0.0
2woRw5QaXCqi2esVUwLdfbNSnyFFdMSwtZ7oj8HMfHPiB8sMoE,69981,0.0,0.0,0.0,0.0
2woWVFyfuNeGU9vW82nyDWfjScST8uytDv5wTMd3nmXqztjYxk,27986,0.0,0.0,0.0,0.0
2woXAgLu9ri7ug45tTH8FXTpo2XvKimxYDVbR91NdzvBUK6P3L,5591,0.0,0.0,0.0,0.0
2woXBSJrTXkoj3BaUXrcPJv3UhQVEzS4gAR8bt4R5cDN7yahgc,8559,0.0,0.0,0.0,0.0
2woYNiJLGyqC353yk1y1KmhU9gsBGzuTXwjAVyDtiCDokNxpb4,36654,0.0,0.0,0.0,0.0
2wohaPP1N2HoQ4fy2au6JnqsXVUWTbe5jNwVRwQ8PYzK5u1LLT,74163,0.0,0.0,0.0,0.0
2wopuh881hkTjGvJwZgSDYidTQwSdTPEQJ5TbMf8dqyGxHi52z,72581,0.0,0.0,0.0,0.0
2woq8awhzQPq1iXT9Pch468sYFtU4TJ34poyu2Q4LJ9skAwtB6,38973,0.0,0.0,0.0,0.0
2wowe67Fa7K8VRxnomDGNEfGhzG6aWSowZGbTNrKsUWKVkko6T,12167,0.0,0.0,0.0,0.0
2wp1iwzfk9izQ1Qzc3QyYWtj2DpnLvEe2LL1Xh58qtGgdaEs7k,51746,0.0,0.0,0.0,0.0
2wp2D7ZfYjSg8MAq37dwDNniDxkRN515QpDihKH2FEeVnhTz8C,21419,0.0,0.0,0.0,0.0
2wp6cswWQN1koXWhLvwpZvQwkHfxNS7WqJyF3V7b78oWoAt8Cu,75040,0.0,0.0,0.0,0.0
2wpCAMbxwx7eWRmFaQsLzgqZZyRtPDRvSjtGgSAfeqftKzvJkG,72585,0.0,0.0,0.0,0.0
2wpGKgpPf7DuhBwFqjrBFZKvZkfMzo999xbFpE3zjbr4PPriSX,55496,0.0,0.0,0.0,0.0
2wpJ3uAh2eQvK3MxG4j43oSthePsrxBQkNznjLoVDVjUDd4c3h,60657,0.0,0.0,0.0,0.0
2wpM5oUggUMZqQc4Kwc8PMko9fWKW7ZjXAHYdXg8xZcp11QEyo,21079,0.0,0.0,0.0,0.0
2wpMUKknsDGwHj4GR4YAaf9MVktyJdKw4cNxUXNP4aVUPEmmmn,42207,0.0,0.0,0.0,0.0
2wpPphsRWiKWWQQktY1FVzcCmGqLCKwcuU4QKFFWgneZ3kdNdk,64529,0.0,0.0,0.0,0.0
2wpeW2do9QYUiSVuL87pSiMc9BL7QCiGiHdh4srznpXvQfSnJX,3009,0.0,0.0,0.0,0.0
2wpit7wZE6Atw7WTVFW6Uiw5fdTmi5z8Fi496ChNqLB1U1u8Bt,40208,0.0,0.0,0.0,0.0
2wpk74cQAfDtQc4d64kdZ52tpheobxaVK24oAs5AP1iqXU8DoJ,11084,0.0,0.0,0.0,0.0
2wpkL3KakK8c8aTDFL7VCZHKbFNPeXykAZ2cPE3AeVyAjpUr4y,6891,0.0,0.0,0.0,0.0
2wpohxKT3kssw4HT6NHE27LDWd3pojmeh1hwyHURGk5YJN2Nfi,858,0.0,0.0,0.0,0.0
2wpwhXJ1kGzhGFV2zSqvwEG2w5o8bAuncoDXCFXQYoTXYZrTL2,33838,0.0,0.0,0.0,0.0
2wqD4zmA2B5hMtwBq9WahwXG22JR8ZdgJxXBRTEyiDKBVbkb6T,81115,0.0,0.0,0.0,0.0
2wqRTLenw5dq21SDxyd2zyFaQBYdp39fURnBUnrmFozAcKeSbg,63856,0.0,0.0,0.0,0.0
2wqT84AQHWqAcZXesP2SLaDaWKE882xZ5o4htyEKYfztjbaumH,81960,0.0,0.0,0.0,0.0
2wqTNuDWwv8AEutFQXR7McESNUAkXMFYEWrSe2XHfEVbZFRXAo,7640,0.0,0.0,0.0,0.0
2wqU9EHnA4p4ajHkXMHkFzNZGf8Y7g6cMzq25iJ2e1NZoNtmvL,16981,0.0,0.0,0.0,0.0
2wqkJYXKKJxHWGYSWRMowsMDXs4mPt7ioQhDk7FAgjwThYLsoU,85409,0.0,0.0,0.0,0.0
2wqucDdEdTgeijFR3MWTe1EVMTG1bqiskfVU12SxP74J7B7qBk,73899,0.0,0.0,0.0,0.0
2wqzmxKaPWXp3gLqiAdVtQivYm7x8bj3EVJfVUBmf9nnt7wAq5,81442,0.0,0.0,0.0,0.0
2wrCouHK6RdWZ1CnEnpAsyXypEBFjv2RLYZmcNktuzPufq9WyV,28193,0.0,0.0,0.0,0.0
2wrEeu63BckP1RJ6m5MFoKyNkZfCeFahYtMqL2q5VdVSUNUbUd,72203,0.0,0.0,0.0,0.0
2wrGZK5ZXq1qX2YytP5gc4tohHDpDj3Nno8PZNULV7vbgyHmLx,2971,0.0,0.0,0.0,0.0
2wrHiebKLFtmQ54FMdzaeqDPNQk67Tz5TmrFsmZw6314hzULT3,12079,0.0,0.0,0.0,0.0
2wrXoQ9D7Eu8Wg65nqtrnyC9Dh6Pz5L466JjwrNycPGKVCQRhL,32688,0.0,0.0,0.0,0.0
2wrbrz4QoZ3aknSJ7xz7SdgipbQ2Sj8eSg1NPE1uaKFAhGjZ1m,32985,0.0,0.0,0.0,0.0
2wrc7zaoVxWnSAmquh2T8izeZKqBJ9CXCMJB4wv1LFc9QLe6ny,41416,0.0,0.0,0.0,0.0
2wrch5SS6Xo2QiS2Kgds3VqAUkYMRFNmqHTQ7TVDAcwca5q97C,77459,0.0,0.0,0.0,0.0
2wrgoRXc3fJveCwerMnNEovM7TSdY3uhiCH2dmjgWp6pHekZ9N,21084,0.0,0.0,0.0,0.0
2wrqGrNTCdtWRCaE3t7dhVbVS4xx1QFyQii8omtXCBqTpSRvHo,41943,0.0,0.0,0.0,0.0
2ws6rNJfqhvpqQZQ11NujtHe37TZt7UdeF8d2EbBBHbXWEa6fQ,73850,0.0,0.0,0.0,0.0
2wsFf1zg5A1Defj44e8hjMgDnoTBSp3h25TK4JqDYXAkzaDTiZ,42094,0.0,0.0,0.0,0.0
2wsHRjDab8ZkPxND7GHZydqXsFiAe5FHudh8Afuuy4i2SH5uYu,14938,0.0,0.0,0.0,0.0
2wsHdVG9JfE9vKf4LGcCnnHjLNgf2iverJTh8zsDbG2ggrzmHW,45880,0.0,0.0,0.0,0.0
2wsKMukvnBoJxtYLSRP9Y8b7Lu3PSCf6A6R182eMyjs7vNnvE9,45137,0.0,0.0,0.0,0.0
2wsWLAC2WfkMBSTj8VZhx6azpvPLec4dm1r33RP8UC8reu6Sx5,74378,0.0,0.0,0.0,0.0
2wsYnHgf1Ah6uF2N9iNbzLkSTdgcazxNf36fBpz2SrDP61z6x8,32456,0.0,0.0,0.0,0.0
2wsZAk4yWzASTaZn3YHkjN3S4HxgRrn2XaGhHUQquKd3uvUDWH,43360,0.0,0.0,0.0,0.0
2wsgHnm8moxeBQZ9cLNH6Zm3jpXhngJEaidDbyksRg2H2ocwU8,56968,0.0,0.0,0.0,0.0
2wsh4rc149odehNKDErnq1vjeZotjj9R7pJeoQUp3pW37k5QUo,11293,0.0,0.0,0.0,0.0
2wso7vBP2zHWFjbpiKXBBtnwi8mpvJ2MhXrcCGzyYJhR2kvSk9,5940,0.0,0.0,0.0,0.0
2wsp8BQgzh9PEm7Tzn9ru3BPsbPs9MoyCLc3DLZVS7JKZAvkQk,73328,0.0,0.0,0.0,0.0
2wsuQwwsPWDMwYi3cLYhMWjvGjxknZXgEhuxciXNEigPfRLDCP,67135,0.0,0.0,0.0,0.0
2wsuyNShe92SXvEQXjAq4pV2tBVeM3CkTTL1K42QQCj5tJU7r3,19683,0.0,0.0,0.0,0.0
2wt5dhh16rJPDGFsXbKExfMDBchiG4pvVL7bJcJiDvF6QFddY9,15461,0.0,0.0,0.0,0.0
2wt9ALtnRnCJc98Ro4UgnGUYXry47Ug7uxyZKaiY6oUroV2RHr,53189,0.0,0.0,0.0,0.0
2wtEqu86XUn6WA3yNzPbpvVNL8Xi3QtXt7hMNjxCQDBURFEPot,24389,0.0,0.0,0.0,0.0
2wtHqchFRukDCnJgi7TCh3TqviT3uLgJZhXxC5PUSWhURVUBBG,32741,0.0,0.0,0.0,0.0
2wtKUqzLSyKwykg5ttsE1uZ9g38mYskoLL5G1Ya6v1ZFeRFxT3,575,0.0,0.0,0.0,0.0
2wtLJNhmLgq5mm3CdRdxEV2y9JAKcqfXx4ewJmyMJWrfYo9hKD,58306,0.0,0.0,0.0,0.0
2wtWa3fgKzPQLrymadHRvLwZ3xv9DHvS7eHiNe2vy1RqHe1pgG,66341,0.0,0.0,0.0,0.0
2wtf7XFFKf4Jc28Zi4d2o6WaT9CiztC7mA99QBWoHoZiD14BTn,16050,0.0,0.0,0.0,0.0
2wtmArRTLYvMnQFK9awEjCAjbLtzceF5SQ5MnKZp68VBrRKHjP,41881,0.0,0.0,0.0,0.0
2wtvNRTvwDRhpLfBaVjBvppfqKZbDw96zyj1M1UTvkj8n548QC,7126,0.0,0.0,0.0,0.0
2wtvPDQyiNCvgnb1x5xFmzS2NQiq24AdcCdXB4tLfyKpzE111d,41411,0.0,0.0,0.0,0.0
2wu4HEtXrZxvrxQK8q6jb1mLxQ4urn4tgDfjrLmeft9YpZtVSC,21705,0.0,0.0,0.0,0.0
2wu82e51oytfwjr6Z45maPcA5reerRytJRLPr4STFWJXxv5z8X,20506,0.0,0.0,0.0,0.0
2wuBSLJDGyphGXJHk7jZPJWiUH1isps88YktT2bje971N7Xrz4,12187,0.0,0.0,0.0,0.0
2wuBfKegbBf66sP2U5ia61KSN6qDtvtNQEhVCviA5PjgueCeHk,58603,0.0,0.0,0.0,0.0
2wuFQpGEdVKXftaW5gq7NDpPf2FgNz2ed2fJdmMbCXLg8WR51J,34451,0.0,0.0,0.0,0.0
2wuQapxFT1ftSvkUGiADCXM5XCBEPuVdBQD9f3RsF57giV5Kgp,30197,0.0,0.0,0.0,0.0
2wuTRjZV4MBQY6VPhH74vmryYsu9simNn2ULrUnknb4m3YV2LW,35059,0.0,0.0,0.0,0.0
2wuUnVSkripA8EdKw6HW7yQbYrHpwtUeheRSpBNZTN6egKBZKF,82653,0.0,0.0,0.0,0.0
2wuVcYJ4zW79ZMAC4NnZHoT8w4nx2qvLPgqJYwLKGMosVPv5aL,72244,0.0,0.0,0.0,0.0
2wuZfemAFQ6knz9ijr1KJEVGSMRvbuVDEEJ8pkc2Y3sWRTv4Gh,9442,0.0,0.0,0.0,0.0
2wupHwzM6dPpk3kefqMSM4yFHjgbytesgkJCngPT3UZFbEKzSK,59961,0.0,0.0,0.0,0.0
2wuq6RoLZKDyTSME1Ue7CanN4Ms1uqprvscZ56eixyqE8NNUBo,64545,0.0,0.0,0.0,0.0
2wurHjSJ7Y3ZEqWLryhfwtQrDVKGHwVPZ2p8TC8UXLdJeiqMh9,37985,0.0,0.0,0.0,0.0
2wuvSP7DxQdWgR8K4UpyvsCCBU5Sj3gYTs339oWUSx6Kisk6AC,48021,0.0,0.0,0.0,0.0
2wv44h7uAk5Sgicryd4G9Rzqi69UW2z6htgXUzwhVmjBMDjBFf,48018,0.0,0.0,0.0,0.0
2wv52NKBWEBQh8wcpuy5ajFa7xpMkiNkUGN1sXCjbeDfR8twKP,42499,0.0,0.0,0.0,0.0
2wv9zmbv5mnmefHMmb9UKRmU3eSRQcaioupCq7Th3swfDZBxrj,79585,0.0,0.0,0.0,0.0
2wvBHURTWpsWxe72webaXPA9xLL2Uq298JsBmWecg3fh3kmm93,35977,0.0,0.0,0.0,0.0
2wvLUiqg5FeyQQ6YnAHvMHBHZHkxaDcYwsJxAycZdnmsAXyNNS,58506,0.0,0.0,0.0,0.0
2wvaLz8sLy4sKnd4PAxYivdvj2pzzx8pJbtyTUbhEBNUXaTKXn,52471,0.0,0.0,0.0,0.0
2wveHMVZZKTPQqGfPFGreMUiZvWXfxt5rKHrAjAzgvCPcLoK83,61564,0.0,0.0,0.0,0.0
2wverTL1stSp6EadDoAMxAvrHTKjuvsokx29vpx8D4ZjjPG4gh,1124,0.0,0.0,0.0,0.0
2wvuHJ2RPQrQJQwJtqJ7o82oRNtSevCBCBC91J3ee9ZQ45J4i5,10936,0.0,0.0,0.0,0.0
2wvvzFiB9YQbBBihDctYZCkG2VEkhmQeZW24rgFwmUq1kPdqJo,82957,0.0,0.0,0.0,0.0
2wvwQSmVaC7LhGZNmFm9waxg5fxF3GusW9R5f3A8YPGVx9fX2D,47503,0.0,0.0,0.0,0.0
2wvwYawAsCEbJHB5x6efQQXVY7unBhJZGtsTDNhFMi3dGhpgVC,57281,0.0,0.0,0.0,0.0
2wwF2SDwXN6SDoML8BLaykrusPEB482bhRreBU134c4Ehu4tKG,13530,0.0,0.0,0.0,0.0
2wwPihAEofjsgGcbTnScwbMThxuwXvtMCopnLv4qTN6iA9nVh3,70871,0.0,0.0,0.0,0.0
2wwS97tio55B8DoZbYQukAAK6YMHQyaeq22dmm3QKUMH6n7Mkg,37054,0.0,0.0,0.0,0.0
2wwVv9fTh22vVYMykSNHLd8jApyCsnc4UNAvXSpbsJGmy1stv4,67547,0.0,0.0,0.0,0.0
2wwX3Gyac1LB85om8UWjhWfx1PGBj2CfNMHgpaUPR56NLRK4Yb,44573,0.0,0.0,0.0,0.0
2wwaSqrkZhKmwvoq3Zog3BdEaks4u5yPJoD8csdUthWvCTbChW,6771,0.0,0.0,0.0,0.0
2wwaewmZaxuVU6y5c6WrT5kJ7RrTbeJD1vPrx74kcnujCzKxk5,39823,0.0,0.0,0.0,0.0
2wwbLEvAgc3iE4REX8nsH3c9PyG4eG8wiToui4Bc6a7RBA7Dmd,34745,0.0,0.0,0.0,0.0
2wweeBsQoHfBDPLJAt3fAHVfrBFw9r6WLZmEvqTUdshQcKbRFZ,75048,0.0,0.0,0.0,0.0
2wwmHv6weaXxaCsppwxETeYisYMWJtm3mDaVEqab9cwyVN6VFp,407,0.0,0.0,0.0,0.0
2wwptDfctf2dsLWfLvpJ7VbzG4Ks1RKpqKmhPzzHJQnn34PAWP,9261,0.0,0.0,0.0,0.0
2wwvTj6nnHKUkbchRHtfhatXaUGuziJbuvhgcwyXtDLM1PAxRF,26239,0.0,0.0,0.0,0.0
2wwvvbPjfiUg3hnSm5y9EaH7wUna4ywj7KW2LKQpNsa2GQAgZQ,11280,0.0,0.0,0.0,0.0
2wx1XTLAU4C6YyCrCuNueU5Rg1WAiMYYTGPL19jrPnNsvmX4YF,23890,0.0,0.0,0.0,0.0
2wx354v8KNpPAW4DjJnxzW2oPVGN3huZvMBgmQ2yVvxrP64vMf,2715,0.0,0.0,0.0,0.0
2wx3Qor8wLiTDoRdmnk2XA7yfDzPeAV69Wbf321bfyDmj7vi23,47689,0.0,0.0,0.0,0.0
2wxMoepo8Ew7E5UkgAurxiehFv2uoDajEhaiyd1nmjdNkBw4cU,96608,0.0,0.0,0.0,0.0
2wxTUc22hcazsNkoX6ZLqn2CmbgJqGHRCaEVwUGWsQXG9bUjrC,39952,0.0,0.0,0.0,0.0
2wxVkj13dVxzKeg8Ez5THSibiGDLtY29VoUyx8N8xgaxBPw4d5,76835,0.0,0.0,0.0,0.0
2wxb3drcSUKrTLEY6YF6ooEv6gA53wYPaFSWDTBdPmJEUccuLK,838,0.0,0.0,0.0,0.0
2wxgKdej9PHudaPdaNMK528dCVseamwmTXcnefm1bPN1nA4obq,43296,0.0,0.0,0.0,0.0
2wy12J7mfJatHUDd64M46s2PsGXcyWedTTJX7ZncCiMLH6sGJ2,8519,0.0,0.0,0.0,0.0
2wy2fq26V6qXomsgCoyK2FadErQQ76jYWAaT4kHC3oLJHB6MNk,47704,0.0,0.0,0.0,0.0
2wy4Kf34bBdGu1kToqNR9SNe7dVS9jGz8FXf9gSYgjVy97qWnS,17411,0.0,0.0,0.0,0.0
2wyCiKK2QPTvNPLTp7RtwkdnhsQPhbGzMgCjHocGyyuHSS1LwP,65378,0.0,0.0,0.0,0.0
2wyF7x5wnZMJunVc4szGJhQVVYN7zU5D9DfQcDeL8A9zW2QZkM,48679,0.0,0.0,0.0,0.0
2wyJKetNkrA4ADb2Uyv35veBYRSTKQgffPUCc6sBg8h5WEzFYV,53822,0.0,0.0,0.0,0.0
2wyfxjnSCFAZyughS84vfAJnesPxkshmpSynjL8Pb8syqNVzYq,23274,0.0,0.0,0.0,0.0
2wyk8h4Tf6wTtvrPpTGkKBXxUFj8wnXeRUPJin8Jwi1hn4MLNm,54680,0.0,0.0,0.0,0.0
2wypKjFzG2B3ssQ3NY4u9ggVB2ae75fproVBr4mw1GuBscALtk,70191,0.0,0.0,0.0,0.0
2wyvehZKiHrpZrHNt1cfxnQQX7rK8p64SMVe6w6u5LjsA9TFo9,20892,0.0,0.0,0.0,0.0
2wz2s3kV1XaxE9A7c3ZmFUTggmR7bn4zFA241xwVz16YrM2FLY,29359,0.0,0.0,0.0,0.0
2wz7tHc3mdvzuTWq1iahECX2zjfR8K5ififAWfUB1KcBRDXppJ,19407,0.0,0.0,0.0,0.0
2wzDu9NrVudByC9sjC6kpjvSRuTeafNF9MSQD6CY9SiFYvRMFZ,18256,0.0,0.0,0.0,0.0
2wzEQahy1WvTrXYxy91d4hfiiGgyJPoHE12uFwzB7K72r4vP5v,8311,0.0,0.0,0.0,0.0
2wzF8v3TMsPRDrWhpgiUQtmuChwRhqrw4DfnSEh4HSbMguLtRX,27357,0.0,0.0,0.0,0.0
2wzQBc1g1ioocCstsra5TQa2SpL4XJHs4URRQUGrR2XQWFqvQL,19497,0.0,0.0,0.0,0.0
2wzYMsypXnRe8yvVKynrVpGgYc19E59VyYrhx5zuvdzYVw2QDG,18480,0.0,0.0,0.0,0.0
2wzfoeeVmnDn6dh9gVVT81cNQKAkoApbpPPhMRhN7TxgcSCd1J,69717,0.0,0.0,0.0,0.0
2wzoT8XbNDuedVoPGgvivvix98YzxJmDurn2DFdXitSXGLqyQL,86770,0.0,0.0,0.0,0.0
2wztn984FZqR7XzRmSBmgqRA7PeaqFvQXrM5cfwuVCQkmdVMdD,66457,0.0,0.0,0.0,0.0
2wzytChw6EwAxbLsHug9gQ4RWVV7ddkcnUABcGY1EVppzZZMSr,24618,0.0,0.0,0.0,0.0
2x11rD5jA9VsP7pmJKy5UkhTpXwFcE2pXSAkUyvmfN5NXgEnY6,9062,0.0,0.0,0.0,0.0
2x12jeymZpvSbfi219ze6jXzBFGhXhADbDUgLc1Vmzw75uDdy2,57722,0.0,0.0,0.0,0.0
2x1Apf3sDxCw6fiHm1TrFnmP5Pp3mm51553Q3EQwqZfy4yeRWh,18462,0.0,0.0,0.0,0.0
2x1CMYHAt155YHpSFcPZQGZVqB3LigwdKpv7B7B71DyUBvgher,63795,0.0,0.0,0.0,0.0
2x1Dj38MskEb66j6nYuHAbfceraY6WtSJrzZsEyPKmZ6r1aTg6,429,0.0,0.0,0.0,0.0
2x1JVnqTnTAu3BAFzev5MyCbQ2or7SGpa37AvgecqfmfJST16x,62039,0.0,0.0,0.0,0.0
2x1Q634ps9pRcigb9aCwM2wRD1MpVmo4peUBFAqS6fVA9rp9qg,55028,0.0,0.0,0.0,0.0
2x1RLmwM2wguoQQMUp7srRgivrZM8sHoc5S5bzFH1pAVdXgEQc,53001,0.0,0.0,0.0,0.0
2x1VWW5kBghR2FUbwH6L1P8MCYTwzXc2phcwng7PDiAGwjCDxQ,40410,0.0,0.0,0.0,0.0
2x1XQ98xzLunnb3n4SvL1R8bE5KykecvvKZPVYKRLGPoj4T3Fw,27821,0.0,0.0,0.0,0.0
2x1dAosUj98hdpMGHoH1pQ14yk1xb8g5m18VyaSB6hBweGDCZH,35395,0.0,0.0,0.0,0.0
2x1dY4RTyVYg7cjVdYyW75CS5GC47AZmQ4VTGCEGN6weFwPzm8,54207,0.0,0.0,0.0,0.0
2x1ivhS7EbswdkKzgxTYGqTge3HLeyjayvzbmdWBmJV9pfuK3B,48965,0.0,0.0,0.0,0.0
2x1msZnEDi6daYQN4Wh2UhRfnHk3iMyMnah27aENDnWYrY9Meo,57658,0.0,0.0,0.0,0.0
2x1qxgYxPSU94cvjeqUSz7m64Wdt1kkBRQFP28DpMj3DnWv9Sv,82732,0.0,0.0,0.0,0.0
2x1s3dZsnGvKLCt6TJ4iT5wcKQu6wp431ChvDtXTxoK9ehMAdP,72077,0.0,0.0,0.0,0.0
2x2144DhCudM3QVENUY463vPJzHd62ULR4kKb9PtDtS7k2d1Sc,72730,0.0,0.0,0.0,0.0
2x24FyWJDZ1ikyc9AZnRGHjx5yTJAEScEJKphnYiz3Tx9AikJb,38592,0.0,0.0,0.0,0.0
2x2CSaWSzazvPF4DMm463LCtLcTgD73eGheRbt9oP4Yw1yyMG2,62536,0.0,0.0,0.0,0.0
2x2CgV5r4VRW3oCRpTJZi79KCPAuopp5ot2WkVjEhSrrueat62,34977,0.0,0.0,0.0,0.0
2x2FZ4Cytt2cXPL1xxwTewwiCCVTeNBeAH77LuZboUN6qrQWz3,456,0.0,0.0,0.0,0.0
2x2PdDG9Fcbf6nvuRzEk4NiTHjwFq1YxoRsYWN4a9RNventSLK,61558,0.0,0.0,0.0,0.0
2x2U6DoDpxK1dVvVNjQkhCHBZSc79r4HfPWSKbanyWHcBjYkX8,9451,0.0,0.0,0.0,0.0
2x2U6zTJbVorg7kKfuuFMGjWxqtdwdqqzanq8pLqGMcVA49NSK,1474,0.0,0.0,0.0,0.0
2x2XRcd78CuYxadGfNy2zkvVmswarm98QJPmDjioccXfHDkzsi,80765,0.0,0.0,0.0,0.0
2x2XoiQEhAxqMtKANb1XB8vASi1JFrYDZypL2SdMevQpTEMy9t,60170,0.0,0.0,0.0,0.0
2x2ZynAs9SsFxfQWnQdwqygdtwcjkYCd1hE75xgB6qXgwK5mbo,57248,0.0,0.0,0.0,0.0
2x2dKQf9jyb4YwxQxctNy97SmFTYTsMYcNg7LF8M3WzUdne7A8,32989,0.0,0.0,0.0,0.0
2x2dWXm4iqu3ahA4cogvU6eq2QmpaWGj1nWrpnm15YGgJB9V3q,62686,0.0,0.0,0.0,0.0
2x2efMBpvcvywqFCj1J667Xt9r6KURBWrLeUQCjTcPz8rWQjEn,58003,0.0,0.0,0.0,0.0
2x2u4CRmjMU47YJUHMvgrxAdhEtvrxamgRXkzpN3p1i2WhLWEG,82626,0.0,0.0,0.0,0.0
2x2v9ErAZJ1zKARxbtii12eV38xj2PZMVkWc3PTxbxebywiWD4,26270,0.0,0.0,0.0,0.0
2x2zdyt1ZXepwL75zBuNWuGPBU4EdSSWHGSBZUvBm8co9zT5Pg,53907,0.0,0.0,0.0,0.0
2x35n5WJb8AFqM2sX3YNs1iZLdaqAmPfsepnbTdMvffMFAdvLn,9380,0.0,0.0,0.0,0.0
2x3CVLPuEmBFMJ4XhyXReMonwDZyRV15wnx8cTgCD6BBGet3j8,46346,0.0,0.0,0.0,0.0
2x3FSR2vTT74a2HREhCMjcCUd9oN979zuGbfJSyUSVgAoNLA2v,4141,0.0,0.0,0.0,0.0
2x3UuZBWEWMVmsn7wpMoxbe4p4tnAQgBYqRYbspG66dygMopP9,2500,0.0,0.0,0.0,0.0
2x3Ww5kPKm58uxRSbBWZ6CfUpK6wpJUzBv5L3H8X1TfQvUJdpD,51689,0.0,0.0,0.0,0.0
2x3ZnUBYx71SJk6f3rUmALRMUjdojeTAvJ6TormftwQqVGpCrT,54187,0.0,0.0,0.0,0.0
